scene_id,symbol,contract,timeframe,timestamp,engine_version,engine_direction,candidate_id,entry,stop,target,RR,manipulation_summary,sweep_information,mss_state,displacement_summary,fvg_summary,dealing_range,ce_location,premium_discount_state,pd_location,ce_distance,rr_realism,confirmation,fvg_location,execution_reasons,decision,engine,wrong_manipulation,wrong_sweep,wrong_mss,wrong_fvg,wrong_dealing_range_context,bad_location,insufficient_confirmation,execute_live,reason_for_pass,confidence,note
MNQ:MNQZ19:1H:2019-12-02T15:00:00-05:00,MNQ,MNQZ19,1H,2019-12-02T15:00:00-05:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG4986D@15m,8447.12,8452.50,8276.00,31.84,bearish sweep of 8450.50,raid→8452.50 close 8448.75 (pool 8450.50),confirmed bearish @ 8406.25,bearish net 16.50 / 5 bars (exhausted),bearish unfilled 8446.75–8447.50 CE 8447.12 [15m],1H 8276.00–8456.75 (down),8366.38,premium,0.8935,0.1065,0.0067,0.8089,0.9083,RR realism poor — likely inflated by a distant liquidity target (rr_realism=0.0067) | entry far from CE (deep into the imbalance) (ce_distance=0.1065),,,,,,,,,,,,,
MES:MESH23:1H:2022-12-28T13:00:00-05:00,MES,MESH23,1H,2022-12-28T13:00:00-05:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG1075D@15m,3853.62,3875.00,3788.25,3.06,bearish sweep of 3869.50,raid→3875.00 close 3862.00 (pool 3869.50),confirmed bearish @ 3852.00,bearish net 61.75 / 3 bars (exhausted),bearish unfilled 3851.50–3855.75 CE 3853.62 [15m],1H 3852.00–3875.00 (up),3863.50,discount,0.0000,0.1413,1.0000,0.9913,0.7304,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.1413),,,,,,,,,,,,,
MNQ:MNQH22:1H:2021-12-23T06:00:00-05:00,MNQ,MNQH22,1H,2021-12-23T06:00:00-05:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG238U,16186.75,16145.25,16459.25,6.57,bullish sweep of 16162.25,raid→16145.25 close 16174.25 (pool 16162.25),confirmed bullish @ 16190.25,bullish net 62.00 / 3 bars,bullish unfilled 16183.75–16189.75 CE 16186.75 [1H],1H 16145.25–16190.25 (down),16167.75,premium,0.0000,0.1556,1.0000,0.8500,0.8333,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.1556),,,,,,,,,,,,,
MES:MESM24:1H:2024-05-22T09:00:00-04:00,MES,MESM24,1H,2024-05-22T09:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG5154D@15m,5345.38,5349.50,5322.50,5.55,bearish sweep of 5348.25,raid→5349.50 close 5346.75 (pool 5348.25),confirmed bearish @ 5345.00,bearish net 4.25 / 2 bars (exhausted),bearish unfilled 5344.75–5346.00 CE 5345.38 [15m],1H 5345.00–5349.50 (up),5347.25,discount,0.0000,0.1667,1.0000,1.0000,0.7000,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.1667),,,,,,,,,,,,,
MNQ:MNQH23:1H:2023-02-15T15:00:00-05:00,MNQ,MNQH23,1H,2023-02-15T15:00:00-05:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG4622U@15m,12586.12,12524.25,12783.00,3.18,bullish sweep of 12531.00,raid→12524.25 close 12562.25 (pool 12531.00),confirmed bullish @ 12592.75,bullish net 148.25 / 1 bars (exhausted),bullish unfilled 12584.00–12588.25 CE 12586.12 [15m],1H 12524.25–12592.75 (down),12558.50,premium,0.0000,0.1934,1.0000,0.8788,0.9759,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.1934),,,,,,,,,,,,,
MNQ:MNQZ23:1H:2023-11-29T08:00:00-05:00,MNQ,MNQZ23,1H,2023-11-29T08:00:00-05:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG234U,16076.75,16056.25,16173.25,4.71,bullish sweep of 16059.00,raid→16056.25 close 16059.25 (pool 16059.00),confirmed bullish @ 16079.00,bullish net 116.75 / 6 bars,bullish unfilled 16075.00–16078.50 CE 16076.75 [1H],1H 16056.00–16079.00 (down),16067.50,premium,0.0000,0.1957,1.0000,0.7457,0.7957,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.1957),,,,,,,,,,,,,
MES:MESZ24:1H:2024-12-10T10:00:00-05:00,MES,MESZ24,1H,2024-12-10T10:00:00-05:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG234U,6063.25,6058.00,6083.50,3.86,bullish sweep of 6059.25,raid→6058.00 close 6060.25 (pool 6059.25),confirmed bullish @ 6064.00,bullish net 13.75 / 4 bars (exhausted),bullish touched 6060.75–6065.75 CE 6063.25 [1H],1H 6057.25–6064.00 (down),6060.62,premium,0.0000,0.2222,1.0000,0.9481,0.4200,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.2222) | low-quality entry FVG (fvg_location=0.42),,,,,,,,,,,,,
MES:MESH23:1H:2023-01-18T15:00:00-05:00,MES,MESH23,1H,2023-01-18T15:00:00-05:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG234D,4010.88,4032.50,3942.25,3.17,bearish sweep of 4029.00,raid→4032.50 close 4023.75 (pool 4029.00),confirmed bearish @ 4008.00,bearish net 76.00 / 5 bars (exhausted),bearish unfilled 4006.00–4015.75 CE 4010.88 [1H],1H 4008.00–4033.75 (up),4020.88,discount,0.0000,0.2233,1.0000,0.9087,0.7000,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.2233),,,,,,,,,,,,,
MNQ:MNQM24:1H:2024-04-11T16:00:00-04:00,MNQ,MNQM24,1H,2024-04-11T16:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG231U,18197.25,18141.75,18566.50,6.65,bullish sweep of 18142.50,raid→18141.75 close 18165.75 (pool 18142.50),confirmed bullish @ 18216.75,bullish net 144.50 / 3 bars (exhausted),bullish touched 18172.00–18222.50 CE 18197.25 [1H],1H 18085.00–18216.75 (down),18150.88,premium,0.0000,0.2960,1.0000,0.8046,0.4200,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.296) | low-quality entry FVG (fvg_location=0.42),,,,,,,,,,,,,
MES:MESZ21:1H:2021-10-01T16:00:00-04:00,MES,MESZ21,1H,2021-10-01T16:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG229U,4280.88,4260.00,4388.50,5.16,bullish sweep of 4267.25,raid→4260.00 close 4267.50 (pool 4267.25),confirmed bullish @ 4311.00,bullish net 61.25 / 7 bars (exhausted),bullish touched 4279.00–4282.75 CE 4280.88 [1H],1H 4260.00–4284.75 (down),4272.38,premium,0.0000,0.3131,1.0000,1.0000,0.5170,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.3131),,,,,,,,,,,,,
MNQ:MNQZ22:1H:2022-11-01T13:00:00-04:00,MNQ,MNQZ22,1H,2022-11-01T13:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG236D,11448.00,11549.25,11062.00,3.81,bearish sweep of 11545.50,raid→11549.25 close 11525.00 (pool 11545.50),confirmed bearish @ 11416.25,bearish net 233.75 / 9 bars (exhausted),bearish unfilled 11396.50–11499.50 CE 11448.00 [1H],1H 11416.25–11619.00 (up),11517.62,discount,0.0000,0.3132,1.0000,0.8148,0.7000,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.3132),,,,,,,,,,,,,
MES:MESM22:1H:2022-04-01T12:00:00-04:00,MES,MESM22,1H,2022-04-01T12:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG1780D@15m,4541.00,4551.25,4493.50,4.63,bearish sweep of 4549.00,raid→4551.25 close 4547.00 (pool 4549.00),confirmed bearish @ 4538.00,bearish net 7.25 / 2 bars (exhausted),bearish unfilled 4539.75–4542.25 CE 4541.00 [15m],1H 4538.00–4555.25 (up),4546.62,discount,0.0000,0.3478,1.0000,0.9043,0.8101,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.3478),,,,,,,,,,,,,
MNQ:MNQM21:1H:2021-04-20T07:00:00-04:00,MNQ,MNQM21,1H,2021-04-20T07:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG2807D@15m,13895.38,13933.75,13772.75,3.20,bearish sweep of 13931.50,raid→13933.75 close 13906.75 (pool 13931.50),confirmed bearish @ 13887.25,bearish net 119.75 / 2 bars (exhausted),bearish unfilled 13888.00–13902.75 CE 13895.38 [15m],1H 13887.25–13933.75 (up),13910.50,discount,0.0000,0.3495,1.0000,0.8387,0.7000,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.3495),,,,,,,,,,,,,
MNQ:MNQM24:1H:2024-04-26T11:00:00-04:00,MNQ,MNQM24,1H,2024-04-26T11:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG3161U@15m,17766.50,17735.00,17968.25,6.40,bullish sweep of 17742.00,raid→17735.00 close 17758.75 (pool 17742.00),confirmed bullish @ 17793.50,bullish net 82.75 / 5 bars (exhausted),bullish unfilled 17764.50–17768.50 CE 17766.50 [15m],1H 17668.25–17793.50 (down),17730.88,premium,0.0000,0.4311,1.0000,0.8447,0.9639,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.4311),,,,,,,,,,,,,
MES:MESZ23:1H:2023-10-12T09:00:00-04:00,MES,MESZ23,1H,2023-10-12T09:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG238D,4420.12,4429.50,4377.00,4.60,bearish sweep of 4427.75,raid→4429.50 close 4426.50 (pool 4427.75),confirmed bearish @ 4418.00,bearish net 35.00 / 3 bars,bearish unfilled 4416.25–4424.00 CE 4420.12 [1H],1H 4418.00–4427.75 (down),4422.88,discount,0.0000,0.4359,1.0000,0.7936,0.7000,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.4359),,,,,,,,,,,,,
MES:MESM24:1H:2024-06-05T15:00:00-04:00,MES,MESM24,1H,2024-06-05T15:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG229U,5312.50,5305.50,5368.25,7.96,bullish sweep of 5307.25,raid→5305.50 close 5308.50 (pool 5307.25),confirmed bullish @ 5314.75,bullish net 61.50 / 12 bars,bullish touched 5312.00–5313.00 CE 5312.50 [1H],1H 5304.50–5314.75 (down),5309.62,premium,0.0000,0.4390,1.0000,0.7866,0.6249,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.439),,,,,,,,,,,,,
MNQ:MNQM21:1H:2021-04-26T11:00:00-04:00,MNQ,MNQM21,1H,2021-04-26T11:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG237U,13927.12,13902.00,14052.50,4.99,bullish sweep of 13904.25,raid→13902.00 close 13907.00 (pool 13904.25),confirmed bullish @ 13944.50,bullish net 87.50 / 8 bars,bullish unfilled 13922.00–13932.25 CE 13927.12 [1H],1H 13865.75–13944.50 (down),13905.12,premium,0.0000,0.4413,1.0000,0.6729,0.8397,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.4413),,,,,,,,,,,,,
MNQ:MNQU22:1H:2022-08-17T08:00:00-04:00,MNQ,MNQU22,1H,2022-08-17T08:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG233D,13646.38,13673.25,13495.75,5.60,bearish sweep of 13671.50,raid→13673.25 close 13669.50 (pool 13671.50),confirmed bearish @ 13637.25,bearish net 173.25 / 7 bars,bearish unfilled 13641.00–13651.75 CE 13646.38 [1H],1H 13637.25–13673.25 (up),13655.25,discount,0.0000,0.5069,1.0000,0.6889,0.7000,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MNQ:MNQU24:1H:2024-07-02T10:00:00-04:00,MNQ,MNQU24,1H,2024-07-02T10:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG238U,19987.88,19936.00,20273.25,5.50,bullish sweep of 19961.25,raid→19936.00 close 19965.75 (pool 19961.25),confirmed bullish @ 20016.50,bullish net 188.25 / 7 bars,bullish unfilled 19960.75–20015.00 CE 19987.88 [1H],1H 19909.75–20016.50 (down),19963.12,premium,0.0000,0.5363,1.0000,0.8392,0.7000,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MES:MESU24:1H:2024-06-25T08:00:00-04:00,MES,MESU24,1H,2024-06-25T08:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG235U,5521.75,5512.50,5558.50,3.97,bullish sweep of 5513.25,raid→5512.50 close 5513.50 (pool 5513.25),confirmed bullish @ 5525.75,bullish net 16.75 / 4 bars (exhausted),bullish touched 5521.50–5522.00 CE 5521.75 [1H],1H 5511.00–5525.75 (down),5518.38,premium,0.0000,0.5424,1.0000,0.8407,0.6878,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MNQ:MNQU23:1H:2023-09-01T12:00:00-04:00,MNQ,MNQU23,1H,2023-09-01T12:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG5877D@15m,15548.62,15565.00,15450.25,6.01,bearish sweep of 15559.75,raid→15565.00 close 15558.75 (pool 15559.75),confirmed bearish @ 15502.00,bearish net 111.50 / 9 bars,bearish unfilled 15545.75–15551.50 CE 15548.62 [15m],1H 15502.00–15661.25 (up),15581.62,discount,0.0000,0.5856,1.0000,0.6764,0.9722,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
MNQ:MNQU22:1H:2022-09-08T04:00:00-04:00,MNQ,MNQU22,1H,2022-09-08T04:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG238D,12274.25,12332.75,11977.25,5.08,bearish sweep of 12306.25,raid→12332.75 close 12301.75 (pool 12306.25),confirmed bearish @ 12249.75,bearish net 107.75 / 2 bars,bearish unfilled 12268.25–12280.25 CE 12274.25 [1H],1H 12249.75–12332.75 (up),12291.25,discount,0.0000,0.5904,1.0000,0.8500,0.8108,weak location — entry on the wrong premium/discount side (pd_location=0.0),,,,,,,,,,,,,
