scene_id,symbol,contract,timeframe,timestamp,engine_version,engine_direction,candidate_id,entry,stop,target,RR,manipulation_summary,sweep_information,mss_state,displacement_summary,fvg_summary,dealing_range,ce_location,premium_discount_state,pd_location,ce_distance,rr_realism,confirmation,fvg_location,execution_reasons,decision,engine,wrong_manipulation,wrong_sweep,wrong_mss,wrong_fvg,wrong_dealing_range_context,bad_location,insufficient_confirmation,execute_live,reason_for_pass,confidence,note
MNQ:MNQZ21:1H:2021-11-22T11:00:00-05:00,MNQ,MNQZ21,1H,2021-11-22T11:00:00-05:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG4640D@15m,16602.25,16638.0,16406.75,5.47,bearish sweep of 16633.00,raid→16638.00 close 16626.00 (pool 16633.00),confirmed bearish @ 16606.25,bearish net 10.50 / 4 bars (exhausted),bearish unfilled 16601.50–16603.00 CE 16602.25 [15m],1H 16606.25–16649.00 (up),16627.62,discount,0.0,0.0,1.0,0.8936,0.9702,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.0),NO-TRADE,reject,False,False,False,False,False,True,False,no,"premium_discount,too_far_from_ce",4,"Execution pass rejected: premium_discount, too_far_from_ce"
MES:MESH22:1H:2022-02-25T11:00:00-05:00,MES,MESH22,1H,2022-02-25T11:00:00-05:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG235U,4276.25,4244.5,4391.25,3.62,bullish sweep of 4251.25,raid→4244.50 close 4253.75 (pool 4251.25),confirmed bullish @ 4272.75,bullish net 73.50 / 6 bars (exhausted),bullish unfilled 4268.25–4284.25 CE 4276.25 [1H],1H 4227.75–4272.75 (down),4250.25,premium,0.0,0.0,1.0,0.92,0.7,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.0),NO-TRADE,reject,False,False,False,False,False,True,False,no,"premium_discount,too_far_from_ce",4,"Execution pass rejected: premium_discount, too_far_from_ce"
MES:MESH22:1H:2022-01-04T13:00:00-05:00,MES,MESH22,1H,2022-01-04T13:00:00-05:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG236D,4793.75,4808.25,4747.25,3.21,bearish sweep of 4807.25,raid→4808.25 close 4805.25 (pool 4807.25),confirmed bearish @ 4794.75,bearish net 35.25 / 2 bars (exhausted),bearish unfilled 4788.50–4799.00 CE 4793.75 [1H],1H 4794.75–4808.25 (up),4801.5,discount,0.0,0.0,1.0,0.8593,0.7,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.0),NO-TRADE,reject,False,False,False,False,False,True,False,no,"premium_discount,too_far_from_ce",4,"Execution pass rejected: premium_discount, too_far_from_ce"
MES:MESZ22:1H:2022-10-07T12:00:00-04:00,MES,MESZ22,1H,2022-10-07T12:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG1776D@15m,3730.12,3776.0,3587.5,3.11,bearish sweep of 3762.75,raid→3776.00 close 3714.50 (pool 3762.75),confirmed bearish @ 3732.25,bearish net 105.50 / 2 bars (exhausted),bearish unfilled 3719.25–3741.00 CE 3730.12 [15m],1H 3732.25–3776.00 (up),3754.12,discount,0.0,0.0,1.0,1.0,0.7,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.0),NO-TRADE,reject,False,False,False,False,False,True,False,no,"premium_discount,too_far_from_ce",4,"Execution pass rejected: premium_discount, too_far_from_ce"
MES:MESU23:1H:2023-08-04T12:00:00-04:00,MES,MESU23,1H,2023-08-04T12:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG235U,4532.12,4529.5,4583.5,19.57,bullish sweep of 4530.25,raid→4529.50 close 4530.75 (pool 4530.25),confirmed bullish @ 4547.00,bullish net 21.25 / 3 bars (exhausted),bullish touched 4531.25–4533.00 CE 4532.12 [1H],1H 4514.25–4547.00 (down),4530.62,premium,0.0,0.9084,0.5179,0.8183,0.7131,weak location — entry on the wrong premium/discount side (pd_location=0.0),LONG,accept,False,False,False,False,False,False,False,yes,,5,Execution quality acceptable
MNQ:MNQZ21:1H:2021-11-29T15:00:00-05:00,MNQ,MNQZ21,1H,2021-11-29T15:00:00-05:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG5057U@15m,16211.62,16178.75,16599.0,11.78,bullish sweep of 16192.50,raid→16178.75 close 16199.25 (pool 16192.50),confirmed bullish @ 16252.75,bullish net 49.25 / 3 bars (exhausted),bullish touched 16209.00–16214.25 CE 16211.62 [15m],1H 16166.75–16252.75 (down),16209.75,premium,0.0,0.9564,0.8425,0.9279,0.6979,weak location — entry on the wrong premium/discount side (pd_location=0.0),LONG,accept,False,False,False,False,False,False,False,yes,,5,Execution quality acceptable
MNQ:MNQH21:1H:2021-02-25T07:00:00-05:00,MNQ,MNQH21,1H,2021-02-25T07:00:00-05:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG234D,13313.12,13347.0,12958.0,10.48,bearish sweep of 13339.00,raid→13347.00 close 13337.75 (pool 13339.00),confirmed bearish @ 13274.75,bearish net 161.25 / 4 bars (exhausted),bearish unfilled 13302.00–13324.25 CE 13313.12 [1H],1H 13274.75–13354.25 (up),13314.5,discount,0.0,0.9654,0.8967,0.8805,0.7,weak location — entry on the wrong premium/discount side (pd_location=0.0),SHORT,accept,False,False,False,False,False,False,False,yes,,5,Execution quality acceptable
MES:MESM22:1H:2022-05-18T12:00:00-04:00,MES,MESM22,1H,2022-05-18T12:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG222D,4089.25,4095.0,3950.75,24.09,bearish sweep of 4093.50,raid→4095.00 close 4090.25 (pool 4093.50),confirmed bearish @ 4029.75,bearish net 21.75 / 3 bars (exhausted),bearish unfilled 4089.00–4089.50 CE 4089.25 [1H],1H 4064.25–4081.00 (up),4072.62,premium,1.0,0.0,0.3296,0.8716,0.9597,entry far from CE (deep into the imbalance) (ce_distance=0.0) | RR realism poor — likely inflated by a distant liquidity target (rr_realism=0.3296),SHORT,accept,False,False,False,False,False,False,False,yes,,5,Execution quality acceptable
MES:MESH22:1H:2022-01-05T14:00:00-05:00,MES,MESH22,1H,2022-01-05T14:00:00-05:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG237D,4770.62,4788.5,4713.25,3.21,bearish sweep of 4787.75,raid→4788.50 close 4781.50 (pool 4787.75),confirmed bearish @ 4770.00,bearish net 69.25 / 4 bars,bearish touched 4769.75–4771.50 CE 4770.62 [1H],1H 4770.00–4788.50 (up),4779.25,discount,0.0,0.0676,1.0,0.6824,0.6308,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.0676),NO-TRADE,reject,False,False,False,False,False,True,True,no,"premium_discount,too_far_from_ce,insufficient_confirmation",4,"Execution pass rejected: premium_discount, too_far_from_ce, insufficient_confirmation"
MNQ:MNQZ19:1H:2019-12-02T15:00:00-05:00,MNQ,MNQZ19,1H,2019-12-02T15:00:00-05:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG4986D@15m,8447.12,8452.5,8276.0,31.84,bearish sweep of 8450.50,raid→8452.50 close 8448.75 (pool 8450.50),confirmed bearish @ 8406.25,bearish net 16.50 / 5 bars (exhausted),bearish unfilled 8446.75–8447.50 CE 8447.12 [15m],1H 8276.00–8456.75 (down),8366.38,premium,0.8935,0.1065,0.0067,0.8089,0.9083,RR realism poor — likely inflated by a distant liquidity target (rr_realism=0.0067) | entry far from CE (deep into the imbalance) (ce_distance=0.1065),NO-TRADE,reject,False,False,False,False,False,False,False,no,"rr_misleading,too_far_from_ce",4,"Execution pass rejected: rr_misleading, too_far_from_ce"
MES:MESH23:1H:2022-12-28T13:00:00-05:00,MES,MESH23,1H,2022-12-28T13:00:00-05:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG1075D@15m,3853.62,3875.0,3788.25,3.06,bearish sweep of 3869.50,raid→3875.00 close 3862.00 (pool 3869.50),confirmed bearish @ 3852.00,bearish net 61.75 / 3 bars (exhausted),bearish unfilled 3851.50–3855.75 CE 3853.62 [15m],1H 3852.00–3875.00 (up),3863.5,discount,0.0,0.1413,1.0,0.9913,0.7304,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.1413),NO-TRADE,reject,False,False,False,False,False,True,False,no,"premium_discount,too_far_from_ce",4,"Execution pass rejected: premium_discount, too_far_from_ce"
MNQ:MNQH22:1H:2021-12-23T06:00:00-05:00,MNQ,MNQH22,1H,2021-12-23T06:00:00-05:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG238U,16186.75,16145.25,16459.25,6.57,bullish sweep of 16162.25,raid→16145.25 close 16174.25 (pool 16162.25),confirmed bullish @ 16190.25,bullish net 62.00 / 3 bars,bullish unfilled 16183.75–16189.75 CE 16186.75 [1H],1H 16145.25–16190.25 (down),16167.75,premium,0.0,0.1556,1.0,0.85,0.8333,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.1556),NO-TRADE,reject,False,False,False,False,False,True,False,no,"premium_discount,too_far_from_ce",4,"Execution pass rejected: premium_discount, too_far_from_ce"
MES:MESM24:1H:2024-05-22T09:00:00-04:00,MES,MESM24,1H,2024-05-22T09:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG5154D@15m,5345.38,5349.5,5322.5,5.55,bearish sweep of 5348.25,raid→5349.50 close 5346.75 (pool 5348.25),confirmed bearish @ 5345.00,bearish net 4.25 / 2 bars (exhausted),bearish unfilled 5344.75–5346.00 CE 5345.38 [15m],1H 5345.00–5349.50 (up),5347.25,discount,0.0,0.1667,1.0,1.0,0.7,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.1667),NO-TRADE,reject,False,False,False,False,False,True,False,no,"premium_discount,too_far_from_ce",4,"Execution pass rejected: premium_discount, too_far_from_ce"
MNQ:MNQH23:1H:2023-02-15T15:00:00-05:00,MNQ,MNQH23,1H,2023-02-15T15:00:00-05:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG4622U@15m,12586.12,12524.25,12783.0,3.18,bullish sweep of 12531.00,raid→12524.25 close 12562.25 (pool 12531.00),confirmed bullish @ 12592.75,bullish net 148.25 / 1 bars (exhausted),bullish unfilled 12584.00–12588.25 CE 12586.12 [15m],1H 12524.25–12592.75 (down),12558.5,premium,0.0,0.1934,1.0,0.8788,0.9759,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.1934),NO-TRADE,reject,False,False,False,False,False,True,False,no,"premium_discount,too_far_from_ce",4,"Execution pass rejected: premium_discount, too_far_from_ce"
MNQ:MNQZ23:1H:2023-11-29T08:00:00-05:00,MNQ,MNQZ23,1H,2023-11-29T08:00:00-05:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG234U,16076.75,16056.25,16173.25,4.71,bullish sweep of 16059.00,raid→16056.25 close 16059.25 (pool 16059.00),confirmed bullish @ 16079.00,bullish net 116.75 / 6 bars,bullish unfilled 16075.00–16078.50 CE 16076.75 [1H],1H 16056.00–16079.00 (down),16067.5,premium,0.0,0.1957,1.0,0.7457,0.7957,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.1957),NO-TRADE,reject,False,False,False,False,False,True,False,no,"premium_discount,too_far_from_ce",4,"Execution pass rejected: premium_discount, too_far_from_ce"
MES:MESZ24:1H:2024-12-10T10:00:00-05:00,MES,MESZ24,1H,2024-12-10T10:00:00-05:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG234U,6063.25,6058.0,6083.5,3.86,bullish sweep of 6059.25,raid→6058.00 close 6060.25 (pool 6059.25),confirmed bullish @ 6064.00,bullish net 13.75 / 4 bars (exhausted),bullish touched 6060.75–6065.75 CE 6063.25 [1H],1H 6057.25–6064.00 (down),6060.62,premium,0.0,0.2222,1.0,0.9481,0.42,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.2222) | low-quality entry FVG (fvg_location=0.42),NO-TRADE,reject,False,False,False,False,False,True,False,no,"premium_discount,other",4,"Execution pass rejected: premium_discount, other"
MES:MESH23:1H:2023-01-18T15:00:00-05:00,MES,MESH23,1H,2023-01-18T15:00:00-05:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG234D,4010.88,4032.5,3942.25,3.17,bearish sweep of 4029.00,raid→4032.50 close 4023.75 (pool 4029.00),confirmed bearish @ 4008.00,bearish net 76.00 / 5 bars (exhausted),bearish unfilled 4006.00–4015.75 CE 4010.88 [1H],1H 4008.00–4033.75 (up),4020.88,discount,0.0,0.2233,1.0,0.9087,0.7,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.2233),SHORT,accept,False,False,False,False,False,False,False,yes,,5,Execution quality acceptable
MNQ:MNQM24:1H:2024-04-11T16:00:00-04:00,MNQ,MNQM24,1H,2024-04-11T16:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG231U,18197.25,18141.75,18566.5,6.65,bullish sweep of 18142.50,raid→18141.75 close 18165.75 (pool 18142.50),confirmed bullish @ 18216.75,bullish net 144.50 / 3 bars (exhausted),bullish touched 18172.00–18222.50 CE 18197.25 [1H],1H 18085.00–18216.75 (down),18150.88,premium,0.0,0.296,1.0,0.8046,0.42,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.296) | low-quality entry FVG (fvg_location=0.42),NO-TRADE,reject,False,False,False,False,False,True,False,no,"premium_discount,other",4,"Execution pass rejected: premium_discount, other"
MES:MESZ21:1H:2021-10-01T16:00:00-04:00,MES,MESZ21,1H,2021-10-01T16:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG229U,4280.88,4260.0,4388.5,5.16,bullish sweep of 4267.25,raid→4260.00 close 4267.50 (pool 4267.25),confirmed bullish @ 4311.00,bullish net 61.25 / 7 bars (exhausted),bullish touched 4279.00–4282.75 CE 4280.88 [1H],1H 4260.00–4284.75 (down),4272.38,premium,0.0,0.3131,1.0,1.0,0.517,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.3131),LONG,accept,False,False,False,False,False,False,False,yes,,5,Execution quality acceptable
MNQ:MNQZ22:1H:2022-11-01T13:00:00-04:00,MNQ,MNQZ22,1H,2022-11-01T13:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG236D,11448.0,11549.25,11062.0,3.81,bearish sweep of 11545.50,raid→11549.25 close 11525.00 (pool 11545.50),confirmed bearish @ 11416.25,bearish net 233.75 / 9 bars (exhausted),bearish unfilled 11396.50–11499.50 CE 11448.00 [1H],1H 11416.25–11619.00 (up),11517.62,discount,0.0,0.3132,1.0,0.8148,0.7,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.3132),SHORT,accept,False,False,False,False,False,False,False,yes,,5,Execution quality acceptable
MES:MESM22:1H:2022-04-01T12:00:00-04:00,MES,MESM22,1H,2022-04-01T12:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG1780D@15m,4541.0,4551.25,4493.5,4.63,bearish sweep of 4549.00,raid→4551.25 close 4547.00 (pool 4549.00),confirmed bearish @ 4538.00,bearish net 7.25 / 2 bars (exhausted),bearish unfilled 4539.75–4542.25 CE 4541.00 [15m],1H 4538.00–4555.25 (up),4546.62,discount,0.0,0.3478,1.0,0.9043,0.8101,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.3478),SHORT,accept,False,False,False,False,False,False,False,yes,,5,Execution quality acceptable
MNQ:MNQM21:1H:2021-04-20T07:00:00-04:00,MNQ,MNQM21,1H,2021-04-20T07:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG2807D@15m,13895.38,13933.75,13772.75,3.2,bearish sweep of 13931.50,raid→13933.75 close 13906.75 (pool 13931.50),confirmed bearish @ 13887.25,bearish net 119.75 / 2 bars (exhausted),bearish unfilled 13888.00–13902.75 CE 13895.38 [15m],1H 13887.25–13933.75 (up),13910.5,discount,0.0,0.3495,1.0,0.8387,0.7,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.3495),SHORT,accept,False,False,False,False,False,False,False,yes,,5,Execution quality acceptable
MNQ:MNQM24:1H:2024-04-26T11:00:00-04:00,MNQ,MNQM24,1H,2024-04-26T11:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG3161U@15m,17766.5,17735.0,17968.25,6.4,bullish sweep of 17742.00,raid→17735.00 close 17758.75 (pool 17742.00),confirmed bullish @ 17793.50,bullish net 82.75 / 5 bars (exhausted),bullish unfilled 17764.50–17768.50 CE 17766.50 [15m],1H 17668.25–17793.50 (down),17730.88,premium,0.0,0.4311,1.0,0.8447,0.9639,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.4311),LONG,accept,False,False,False,False,False,False,False,yes,,5,Execution quality acceptable
MES:MESZ23:1H:2023-10-12T09:00:00-04:00,MES,MESZ23,1H,2023-10-12T09:00:00-04:00,db80c31:fdecea0d00e4,SHORT,SETUP:FVG238D,4420.12,4429.5,4377.0,4.6,bearish sweep of 4427.75,raid→4429.50 close 4426.50 (pool 4427.75),confirmed bearish @ 4418.00,bearish net 35.00 / 3 bars,bearish unfilled 4416.25–4424.00 CE 4420.12 [1H],1H 4418.00–4427.75 (down),4422.88,discount,0.0,0.4359,1.0,0.7936,0.7,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.4359),SHORT,accept,False,False,False,False,False,False,False,yes,,5,Execution quality acceptable
MES:MESM24:1H:2024-06-05T15:00:00-04:00,MES,MESM24,1H,2024-06-05T15:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG229U,5312.5,5305.5,5368.25,7.96,bullish sweep of 5307.25,raid→5305.50 close 5308.50 (pool 5307.25),confirmed bullish @ 5314.75,bullish net 61.50 / 12 bars,bullish touched 5312.00–5313.00 CE 5312.50 [1H],1H 5304.50–5314.75 (down),5309.62,premium,0.0,0.439,1.0,0.7866,0.6249,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.439),LONG,accept,False,False,False,False,False,False,False,yes,,5,Execution quality acceptable
MNQ:MNQM21:1H:2021-04-26T11:00:00-04:00,MNQ,MNQM21,1H,2021-04-26T11:00:00-04:00,db80c31:fdecea0d00e4,LONG,SETUP:FVG237U,13927.12,13902.0,14052.5,4.99,bullish sweep of 13904.25,raid→13902.00 close 13907.00 (pool 13904.25),confirmed bullish @ 13944.50,bullish net 87.50 / 8 bars,bullish unfilled 13922.00–13932.25 CE 13927.12 [1H],1H 13865.75–13944.50 (down),13905.12,premium,0.0,0.4413,1.0,0.6729,0.8397,weak location — entry on the wrong premium/discount side (pd_location=0.0) | entry far from CE (deep into the imbalance) (ce_distance=0.4413),NO-TRADE,reject,False,False,False,False,False,True,True,no,"premium_discount,insufficient_confirmation",4,"Execution pass rejected: premium_discount, insufficient_confirmation"
